,seqnames,start,end,width,strand,idr,summit,rep1_pvalue,rep2_pvalue,rep1_qvalue,rep2_qvalue
peak:295,chr11,88067797,88069306,1510,*,1000,332,117.83821,105.83508,111.81326,15.32549
peak:296,chr18,12643199,12644478,1280,*,1000,495,103.98672,123.11424,98.84587,5.77031
peak:297,chr19,44069108,44069962,855,*,1000,652,103.98672,127.38695,98.84587,17.47617
peak:298,chr18,56707270,56709099,1830,*,1000,456,84.29843,40.57422,80.15392,18.57489
peak:299,chr9,37146421,37147369,949,*,1000,455,93.32754,12.62705,88.7748,8.39444
peak:300,chr13,54574855,54575497,643,*,1000,330,96.62765,117.87876,91.86305,7.49283
peak:301,chr10,79908653,79908962,310,*,1000,162,117.69148,99.06743,111.67281,3.4222
peak:302,chr7,81452995,81455413,2419,*,1000,1489,77.97306,107.54031,74.08454,37.9388
peak:303,chr5,75043892,75044936,1045,*,1000,763,107.8674,107.54031,102.46765,11.24113
peak:304,chr7,67372014,67373609,1596,*,1000,902,72.8575,62.9845,69.17429,6.97611
peak:305,chr16,18876340,18877930,1591,*,1000,964,81.60173,83.93838,77.58147,4.16935
peak:306,chr10,31608488,31609928,1441,*,1000,707,109.49292,105.83508,103.99274,69.7199
peak:307,chr8,83972276,83974196,1921,*,1000,318,114.49219,130.8784,108.69373,4.95367
peak:308,chr11,6388935,6390067,1133,*,1000,281,121.00306,95.71651,114.69666,12.23227
peak:309,chr5,124861544,124863716,2173,*,1000,1287,111.12325,104.13511,105.52523,19.68948
peak:310,chr6,87810779,87812099,1321,*,1000,918,111.12325,104.13511,105.52523,7.49283
peak:311,chr7,34653647,34655845,2199,*,1000,1727,71.94505,57.4783,68.27406,43.19989
peak:312,chr15,81584938,81586815,1878,*,1000,906,96.80284,97.21261,92.03568,4.16935
peak:313,chr16,35768811,35769543,733,*,1000,387,107.07522,119.61914,101.75137,2.26334
peak:314,chr11,98326953,98329000,2048,*,1000,1666,63.10092,51.52024,59.70399,87.36462
peak:315,chr4,106910613,106912899,2287,*,1000,708,104.93865,117.87876,99.72887,11.93713
peak:316,chr11,121259578,121260749,1172,*,1000,351,122.66556,108.89145,116.18555,49.95972
peak:317,chr12,51690807,51692338,1532,*,1000,535,112.75832,102.44047,107.0662,20.81931
peak:318,chr5,4756056,4758325,2270,*,1000,1726,88.75596,83.6076,84.39793,30.02314
peak:319,chr18,82692013,82692987,975,*,1000,564,93.46273,119.61914,88.86071,68.55426
peak:320,chr4,11006975,11008130,1156,*,1000,487,106.84032,110.96631,101.52697,4.95367
peak:321,chr10,79766385,79767767,1383,*,1000,481,77.01882,20.51941,73.18198,4.95367
peak:322,chr17,72836317,72837781,1465,*,1000,1024,108.32104,107.54031,102.91177,15.32549
peak:323,chr11,88098954,88100073,1120,*,1000,369,126.00372,90.73288,119.21315,6.61759
peak:324,chr19,4625136,4626210,1075,*,1000,311,68.41185,35.91419,64.87945,2.71365
peak:325,chr12,54862301,54863204,904,*,1000,583,103.98672,121.36432,98.84587,5.77031
peak:326,chr15,25842954,25844077,1124,*,1000,390,134.6552,115.87561,127.21091,10.21459
peak:327,chr12,91778471,91779456,986,*,1000,582,117.69148,97.38917,111.67281,4.95367
peak:328,chr15,76521990,76523940,1951,*,1000,358,82.55902,37.28052,78.48618,8.39444
peak:329,chr2,156720460,156721453,994,*,1000,730,110.04531,108.57422,104.5314,32.82476
peak:330,chr6,38253737,38254605,869,*,1000,493,105.52865,119.61914,100.29803,2.71365
peak:331,chr16,30069962,30070819,858,*,1000,534,110.98126,116.14323,105.44704,6.61759
peak:332,chr15,89314306,89315634,1329,*,1000,861,109.49292,110.18188,103.99274,3.19711
peak:333,chr3,32510481,32511022,542,*,1000,203,90.31938,121.36432,85.88361,78.48618
peak:334,chr4,58552949,58554052,1104,*,1000,425,90.31938,7.67018,85.88361,5.77031
peak:335,chr8,124947947,124949744,1798,*,1000,1493,95.04253,104.05,90.35994,71.85835
peak:336,chr8,83442048,83442658,611,*,1000,282,111.7423,126.99711,106.12572,4.95367
peak:337,chr19,40894457,40895489,1033,*,1000,782,64.55768,72.7144,61.12064,14.27658
peak:338,chr10,40349281,40350236,956,*,1000,218,111.12325,102.44047,105.52523,4.16935
peak:339,chr9,121297216,121298106,891,*,1000,410,111.12325,102.44047,105.52523,4.16935
peak:340,chr1,157411734,157412753,1020,*,1000,688,101.41434,110.96631,96.38834,61.12064
peak:341,chr6,29735239,29736580,1342,*,1000,773,101.41434,110.96631,96.38834,6.8313
peak:342,chr6,115993377,115995276,1900,*,1000,1269,101.41434,110.96631,96.38834,6.51521
peak:343,chr6,86525750,86527402,1653,*,1000,606,97.39822,78.35749,92.6166,34.08881
peak:344,chr13,49341462,49342109,648,*,1000,195,103.02013,109.25074,97.90819,11.24113
peak:345,chr11,75172001,75173900,1900,*,1000,1497,84.0996,65.11083,79.95772,69.7199
peak:346,chr17,62882753,62883116,364,*,1000,158,104.63095,108.57422,99.42876,4.16935
peak:347,chr2,119741586,119743491,1906,*,1000,760,66.02148,20.52446,62.54149,9.32069
peak:348,chr8,54076908,54078028,1121,*,1000,370,95.04253,116.14323,90.35994,23.12058
peak:349,chr3,52101908,52103389,1482,*,1000,372,82.55902,45.35727,78.48618,8.39444
peak:350,chr6,145249395,145250731,1337,*,1000,926,96.62765,114.41261,91.86305,17.47617
peak:351,chr11,115858378,115860106,1729,*,1000,1289,64.63001,107.54031,61.19165,5.77031
peak:352,chr12,40445350,40446965,1616,*,1000,789,77.97306,80.92736,74.08454,9.32069
peak:353,chr16,90283493,90284994,1502,*,1000,782,107.8674,104.13511,102.46765,16.39248
peak:354,chr9,72531751,72532659,909,*,1000,593,98.21804,112.68695,93.36972,21.65292
peak:355,chr5,136565309,136568288,2980,*,1000,2215,92.74502,102.44047,88.20663,6.10721
peak:356,chr3,148987382,148989509,2128,*,1000,1774,88.75596,71.35359,84.39793,4.95367
peak:357,chr5,65696995,65698558,1564,*,1000,1145,99.81362,110.96631,94.87624,10.26936
peak:358,chr15,76656251,76657378,1128,*,1000,589,107.8674,120.35369,102.46765,6.61759
peak:359,chr3,100685088,100686337,1250,*,1000,750,108.70061,104.13511,103.27141,4.95367
peak:360,chr10,80167528,80168400,873,*,1000,476,113.95169,116.14323,108.22952,37.9388
peak:361,chr2,80580484,80581732,1249,*,1000,736,111.12325,100.75122,105.52523,5.77031
peak:362,chr2,156111375,156112075,701,*,1000,464,101.41434,109.25074,96.38834,21.96294
peak:363,chr2,154407333,154408235,903,*,1000,642,107.07522,116.14323,101.75137,9.32069
peak:364,chr11,84067986,84068792,807,*,1000,332,112.75832,99.06743,107.0662,10.26936
peak:365,chr12,75734880,75735999,1120,*,1000,822,111.94798,101.79679,106.32462,8.39444
peak:366,chr2,83724118,83725102,985,*,1000,475,104.63095,105.83508,99.42876,47.23287
peak:367,chr8,117256198,117257656,1459,*,1000,426,104.63095,105.83508,99.42876,3.4222
peak:368,chr9,87729298,87731197,1900,*,1000,1029,116.04248,95.71651,110.137,6.61759
peak:369,chr8,84798979,84800800,1822,*,1000,579,106.24672,104.13511,100.94993,4.16935
peak:370,chr14,20733814,20734775,962,*,1000,629,96.62765,112.68695,91.86305,3.4222
peak:371,chr10,74966835,74968051,1217,*,1000,326,105.52865,120.45842,100.29803,31.57105
peak:372,chr17,29031848,29033120,1273,*,1000,586,90.31938,25.42839,85.88361,6.97611
peak:373,chr17,65950677,65951395,719,*,1000,476,107.8674,118.70249,102.46765,5.77031
peak:374,chr10,81426067,81427354,1288,*,1000,672,88.75596,47.14502,84.39793,13.72597
peak:375,chr4,139573956,139575765,1810,*,1000,867,101.41434,82.00092,96.38834,12.23227
peak:376,chr4,95161154,95161757,604,*,1000,204,104.784,119.61914,99.57994,3.19711
peak:377,chr3,7503323,7503983,661,*,1000,262,102.44948,125.48327,97.39503,7.49283
peak:378,chr15,91049146,91050235,1090,*,1000,589,104.21373,118.81398,99.06916,9.32069
peak:379,chr15,98533711,98534401,691,*,1000,226,111.2281,116.89528,105.62695,2.71365
peak:380,chr16,18234479,18235380,902,*,1000,582,111.12325,99.06743,105.52523,7.49283
peak:381,chr4,154160189,154161227,1039,*,1000,415,74.87965,13.69387,71.13625,3.4222
peak:382,chr1,36368506,36369444,939,*,1000,509,101.41434,107.54031,96.38834,41.87118
peak:383,chr1,163929784,163930501,718,*,1000,394,101.41434,107.54031,96.38834,63.96826
peak:384,chr3,35932315,35933231,917,*,1000,649,101.41434,107.54031,96.38834,1.96335
peak:385,chr3,22076529,22077388,860,*,1000,401,122.66556,89.08338,116.18555,71.17066
peak:386,chr3,88949794,88951222,1429,*,1000,309,122.66556,89.08338,116.18555,55.49189
peak:387,chr1,91459023,91459733,711,*,1000,200,82.55902,124.86885,78.48618,4.16935
peak:388,chr13,9763638,9765304,1667,*,1000,1009,112.75832,97.38917,107.0662,29.09882
peak:389,chr15,103323108,103323776,669,*,1000,379,103.02013,105.83508,97.90819,8.39444
peak:390,chr6,122339263,122340097,835,*,1000,572,102.44948,117.87876,97.39503,7.73414
peak:391,chr10,71344458,71345167,710,*,1000,288,114.88788,100.11576,109.07439,3.4222
peak:392,chr10,94943520,94945551,2032,*,1000,1361,55.92718,58.98888,52.71193,4.16935
peak:393,chr6,116337797,116338467,671,*,1000,351,114.39808,95.71651,108.60558,46.38726
peak:394,chr18,65580509,65581969,1461,*,1000,656,95.04253,5.89558,90.35994,8.39444
peak:395,chr17,23739648,23740978,1331,*,1000,643,18.94643,68.21762,16.39248,8.27296
peak:396,chr10,128524740,128525969,1230,*,1000,991,94.59812,76.11019,89.97428,4.95367
peak:397,chr11,49846194,49847337,1144,*,1000,678,105.47244,104.13511,100.2495,4.58875
peak:398,chr10,95563353,95564536,1184,*,1000,628,96.62765,110.96631,91.86305,45.88079
peak:399,chr18,38211186,38212526,1341,*,1000,573,96.62765,7.67018,91.86305,10.26936
peak:400,chr8,36094402,36095193,792,*,1000,347,96.62765,110.96631,91.86305,25.47523
peak:401,chr8,78820652,78821225,574,*,1000,325,124.07227,104.01317,117.5094,15.11714
peak:402,chr14,52019785,52020380,596,*,1000,159,111.94798,101.80266,106.32462,3.8756
peak:403,chr13,60175619,60177958,2340,*,1000,1179,107.8674,100.75122,102.46765,26.67152
peak:404,chr19,60755639,60757304,1666,*,1000,349,107.8674,100.75122,102.46765,4.16935
peak:405,chr4,109475919,109476928,1010,*,1000,680,96.62765,91.89344,91.86305,55.49189
peak:406,chr1,23921653,23922584,932,*,1000,707,112.75832,106.96588,107.0662,6.61759
peak:407,chr14,31018776,31019636,861,*,1000,499,88.75596,117.87876,84.39793,12.23227
peak:408,chr5,149678087,149678982,896,*,1000,347,128.45866,97.66446,121.51952,6.90797
peak:409,chr11,53350291,53351379,1089,*,1000,406,109.49292,99.06743,103.99274,12.23227
peak:410,chr1,23382494,23383518,1025,*,1000,765,99.70682,130.16035,94.82366,9.32069
peak:411,chr4,45972045,45972891,847,*,1000,405,99.81362,107.54031,94.87624,3.4222
peak:412,chr3,127895752,127896487,736,*,1000,452,90.31938,116.14323,85.88361,18.57489
peak:413,chr15,79932285,79932871,587,*,1000,302,95.77681,114.41261,91.07871,9.32069
peak:414,chr11,116532613,116534256,1644,*,1000,907,101.41434,27.97052,96.38834,31.22385
peak:415,chr4,117133373,117134025,653,*,1000,461,101.41434,105.83508,96.38834,9.32069
peak:416,chr8,72134947,72136001,1055,*,1000,245,91.88833,114.41261,87.36462,3.19711
peak:417,chr10,59615842,59616827,986,*,1000,725,111.17546,100.11576,105.57718,60.19342
peak:418,chr3,51224395,51225520,1126,*,1000,651,122.66556,100.84708,116.18555,9.32069
peak:419,chr11,58168069,58168740,672,*,1000,321,104.63095,102.44047,99.42876,6.28167
peak:420,chr17,69156576,69157703,1128,*,1000,408,104.63095,102.44047,99.42876,17.47617
peak:421,chr6,52190984,52192290,1307,*,1000,155,66.02148,54.48209,62.54149,111.67281
peak:422,chr2,118900735,118903008,2274,*,1000,820,95.04253,110.96631,90.35994,10.26936
peak:423,chr3,69004756,69006334,1579,*,1000,1228,76.4566,54.48209,72.62501,119.21315
peak:424,chr7,67950549,67952768,2220,*,1000,1058,106.24672,100.75122,100.94993,15.32549
peak:425,chr8,88361594,88362386,793,*,1000,480,106.24672,100.75122,100.94993,5.77031
peak:426,chr10,58323155,58323905,751,*,1000,540,107.8674,105.1688,102.46765,4.62608
peak:427,chr13,103920179,103921833,1655,*,1000,779,96.62765,109.25074,91.86305,8.39444
peak:428,chr9,72274627,72275533,907,*,1000,328,96.62765,109.25074,91.86305,7.49283
peak:429,chr3,98013206,98014259,1054,*,1000,247,120.14765,104.05,113.95583,7.49283
peak:430,chr10,91170726,91172105,1380,*,1000,825,99.38929,117.87876,94.5102,9.32069
peak:431,chr10,43478338,43480152,1815,*,1000,1574,88.20392,137.27847,83.89677,5.33332
peak:432,chr2,154790585,154792179,1595,*,1000,1059,98.21804,107.54031,93.36972,4.95367
peak:433,chr11,29373307,29374206,900,*,1000,653,118.13907,94.04953,112.10087,55.49189
peak:434,chr8,12756706,12757828,1123,*,1000,357,119.34502,89.08338,113.19461,4.95367
peak:435,chr5,32134953,32135789,837,*,1000,163,95.64114,119.61914,90.95227,37.52275
peak:436,chr7,30588189,30589081,893,*,1000,460,109.49292,97.38917,103.99274,34.08881
peak:437,chr1,182516709,182517766,1058,*,1000,771,85.3767,105.83508,81.2095,17.47617
peak:438,chr3,8666601,8667829,1229,*,1000,687,100.91698,116.14323,95.95055,4.95367
peak:439,chr11,97415406,97416474,1069,*,1000,343,111.65488,99.06743,106.0443,9.32069
peak:440,chr11,57644777,57645823,1047,*,1000,740,90.32689,90.73288,85.88361,72.0111
peak:441,chr2,155691728,155692452,725,*,1000,459,111.12325,95.71651,105.52523,8.39444
peak:442,chr13,46418083,46419378,1296,*,1000,290,71.94505,38.65811,68.27406,17.47617
peak:443,chr10,118867583,118869886,2304,*,1000,1032,101.41434,104.13511,96.38834,10.26936
peak:444,chr3,132949387,132950567,1181,*,1000,887,91.88833,90.73288,87.36462,6.61759
peak:445,chr1,84838443,84839534,1092,*,1000,603,80.48169,87.43986,76.51599,13.24495
peak:446,chr1,191317550,191318202,653,*,1000,401,124.33246,97.66446,117.67312,18.57489
peak:447,chr5,143252944,143255320,2377,*,1000,1392,54.51533,68.21762,51.33245,1.83877
peak:448,chr3,22075717,22076387,671,*,1000,323,112.75832,94.04953,107.0662,5.77031
peak:449,chr7,143459008,143461521,2514,*,1000,2136,48.94904,57.4783,45.88079,3.4222
peak:450,chr9,43105347,43106197,851,*,1000,629,109.49292,112.14316,103.99274,56.88778
peak:451,chr8,22593315,22594174,860,*,1000,565,107.8674,113.77608,102.46765,3.4222
peak:452,chr10,71347271,71348560,1290,*,1000,665,96.62765,16.63801,91.86305,5.77031
peak:453,chr12,99392014,99393443,1430,*,1000,890,104.63095,100.75122,99.42876,45.88079
peak:454,chr19,29521908,29523259,1352,*,1000,298,108.62638,109.25074,103.20358,4.16935
peak:455,chr17,46554953,46556257,1305,*,1000,1094,100.2712,112.68695,95.32748,4.16935
peak:456,chr18,13972157,13973029,873,*,1000,151,57.34684,51.52024,54.09892,10.26936
peak:457,chr5,57718623,57720301,1679,*,1000,1076,77.50875,72.99839,73.65916,7.49283
peak:458,chr15,63997515,63998595,1081,*,1000,436,109.35589,126.64747,103.92345,72.62501
peak:459,chr11,48837173,48838140,968,*,1000,656,106.24672,99.06743,100.94993,7.16005
peak:460,chr16,8737605,8739279,1675,*,1000,1475,103.98672,112.68695,98.84587,2.71365
peak:461,chr2,27425415,27427384,1970,*,1000,1510,103.98672,112.68695,98.84587,6.90797
peak:462,chr10,40300845,40301783,939,*,1000,676,84.0996,89.08338,79.95772,4.95367
peak:463,chr14,51984249,51985127,879,*,1000,627,96.62765,108.57422,91.86305,56.88778
peak:464,chr6,72898700,72900586,1887,*,1000,921,101.82219,110.96631,96.78774,9.32069
peak:465,chr8,11634766,11636162,1397,*,1000,470,117.69148,89.08338,111.67281,3.4222
peak:466,chr1,6214231,6215307,1077,*,1000,533,111.12325,100.20195,105.52523,14.27658
peak:467,chr12,27341234,27342730,1497,*,1000,507,63.10092,52.60762,59.70399,27.87908
peak:468,chr1,43445285,43446716,1432,*,1000,468,98.21804,105.83508,93.36972,4.16935
peak:469,chr10,93160414,93161877,1464,*,1000,853,98.21804,105.83508,93.36972,4.16935
peak:470,chr4,133038435,133039778,1344,*,1000,466,98.21804,105.83508,93.36972,3.4222
peak:471,chr5,76588528,76589307,780,*,1000,443,119.60923,103.47323,113.45251,8.39444
peak:472,chr5,148928395,148929297,903,*,1000,349,57.11947,72.93222,53.89189,11.24113
peak:473,chr11,54786935,54788005,1071,*,1000,587,109.49292,95.71651,103.99274,49.75539
peak:474,chr2,34371039,34373306,2268,*,1000,1443,109.49292,95.71651,103.99274,5.77031
peak:475,chr1,155083069,155083911,843,*,1000,476,99.81362,104.13511,94.87624,47.23287
peak:476,chr1,156718305,156719278,974,*,1000,666,93.46273,113.60501,88.86071,15.78801
peak:477,chr11,107027659,107028491,833,*,1000,360,100.91698,114.41261,95.95055,15.11714
peak:478,chr15,9070839,9072256,1418,*,1000,724,100.46636,127.38695,95.51789,100.2495
peak:479,chr18,76241104,76242506,1403,*,1000,448,124.33246,96.08092,117.67312,25.47523
peak:480,chr11,3202104,3203292,1189,*,1000,394,101.41434,102.44047,96.38834,6.51521
peak:481,chr4,6453506,6454378,873,*,1000,656,101.41434,102.44047,96.38834,16.39248
peak:482,chr8,83996576,83998720,2145,*,1000,1176,101.41434,102.44047,96.38834,4.95367
peak:483,chr5,64802449,64804360,1912,*,1000,1000,103.02013,117.05579,97.90819,78.49415
peak:484,chr12,77237972,77239649,1678,*,1000,844,101.41434,118.70249,96.38834,10.26936
peak:485,chr7,27673389,27674619,1231,*,1000,1062,87.19814,68.0668,82.91378,1.5673
peak:486,chr6,7844503,7845423,921,*,1000,363,112.75832,92.38829,107.0662,2.55801
peak:487,chr10,45335440,45336215,776,*,1000,195,103.02013,100.75122,97.90819,8.39444
peak:488,chr17,15825458,15826783,1326,*,1000,663,103.02013,100.75122,97.90819,55.49189
peak:489,chr5,5693722,5694374,653,*,1000,452,103.02013,100.75122,97.90819,63.96826
peak:490,chr8,87957899,87959577,1679,*,1000,1029,107.8674,103.46002,102.46765,6.10721
peak:491,chr14,77036273,77036973,701,*,1000,354,93.46273,109.25074,88.86071,10.26936
peak:492,chr2,60124694,60125549,856,*,1000,318,93.46273,109.25074,88.86071,4.95367
peak:493,chr15,89180082,89181352,1271,*,1000,558,104.63095,100.11576,99.42876,6.61759
peak:494,chr1,105989848,105991832,1985,*,1000,786,107.8674,94.66513,102.46765,7.49283
peak:495,chr2,38511481,38512356,876,*,1000,354,103.86568,100.75122,98.73379,4.95367
peak:496,chr14,121797180,121798653,1474,*,1000,658,83.97068,22.12022,79.86944,9.32069
peak:497,chr8,70597504,70598913,1410,*,1000,340,57.34684,52.99679,54.09892,3.35101
peak:498,chr10,120977934,120979777,1844,*,1000,1608,101.41434,105.14907,96.38834,7.73414
peak:499,chr1,132298458,132299681,1224,*,1000,312,106.24672,97.38917,100.94993,110.137
peak:500,chr15,80012050,80013437,1388,*,1000,535,103.98672,110.96631,98.84587,38.59566
peak:501,chr4,122995377,122997190,1814,*,1000,764,73.4425,80.92736,69.7199,11.24113
peak:502,chr3,146404339,146405150,812,*,1000,402,93.32754,119.61914,88.7748,4.95367
peak:503,chr1,106713531,106714724,1194,*,1000,707,107.8674,95.71651,102.46765,41.53561
peak:504,chr17,27622706,27623965,1260,*,1000,798,97.48882,105.83508,92.7022,2.71365
peak:505,chr9,63602302,63603058,757,*,1000,285,88.75596,112.68695,84.39793,77.16319
peak:506,chr9,85843246,85844627,1382,*,1000,654,88.75596,72.93222,84.39793,4.16935
peak:507,chr1,33813843,33814793,951,*,1000,596,107.0455,119.61914,101.72968,45.88079
peak:508,chr17,27856319,27857180,862,*,1000,212,117.69148,100.84708,111.67281,10.34872
peak:509,chr3,89349684,89350587,904,*,1000,244,99.81362,6.76587,94.87624,6.61759
peak:510,chr6,47453757,47455220,1464,*,1000,551,99.81362,102.44047,94.87624,5.32697
peak:511,chr2,68861010,68862401,1392,*,1000,1111,93.46273,58.47434,88.86071,4.16935
peak:512,chr11,105589296,105590479,1184,*,1000,424,99.41442,133.7106,94.53435,14.27658
peak:513,chr14,57745333,57746436,1104,*,1000,477,90.31938,110.96631,85.88361,8.49644
peak:514,chr6,83068614,83070751,2138,*,1000,1388,81.02436,52.99679,77.01734,29.19894
peak:515,chr11,108342795,108344540,1746,*,1000,987,111.12325,92.38829,105.52523,9.32069
peak:516,chr13,55727112,55727639,528,*,1000,326,101.41434,100.75122,96.38834,7.49283
peak:517,chr13,112463691,112464557,867,*,1000,526,107.0841,100.13741,101.75463,16.39248
peak:518,chr8,94532620,94533643,1024,*,1000,510,109.82272,131.78175,104.31474,9.32069
peak:519,chr14,30625002,30626716,1715,*,1000,1255,83.45151,63.56868,79.36048,10.26936
peak:520,chr15,75746007,75749089,3083,*,1000,2257,102.62899,104.05,97.57132,10.26936
peak:521,chr5,76183649,76184623,975,*,1000,412,103.02013,99.06743,97.90819,35.66669
peak:522,chr1,60180154,60181153,1000,*,1000,587,111.12325,116.02061,105.52523,5.77031
peak:523,chr5,93267396,93268300,905,*,1000,313,81.9777,15.32257,77.95004,14.27658
peak:524,chr15,101223910,101224894,985,*,1000,439,102.26388,100.75122,97.21795,4.95367
peak:525,chr11,72607021,72608544,1524,*,1000,951,93.46273,107.54031,88.86071,6.90797
peak:526,chr12,99563337,99563936,600,*,1000,250,91.82464,119.61914,87.35148,2.71365
peak:527,chr12,85598722,85600058,1337,*,1000,800,114.39808,89.08338,108.60558,11.24113
peak:528,chr4,59625810,59626860,1051,*,1000,567,84.0996,117.16118,79.95772,12.23227
