V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
chr15,10713830,10715049,.,1000,.,62.13325,-1,-1,661,5,5,10713830,10715049,31.79156,664,10714029,10715012,30.34169,460
chr8,25240314,25241064,.,1000,.,62.09032,-1,-1,485,5,5,25240314,25241059,26.81811,496,25240357,25241064,35.27221,122
chr5,123344044,123345827,.,1000,.,62.06876,-1,-1,245,5,5,123344044,123345827,30.96853,249,123344056,123345703,31.10023,229
chr2,29252064,29253888,.,1000,.,62.03265,-1,-1,547,5,5,29252064,29253888,21.07137,572,29252211,29253642,40.96128,231
chr5,15934161,15935403,.,1000,.,61.98954,-1,-1,705,5,5,15934161,15935403,29.37222,707,15934289,15935356,32.61732,575
chr4,148804096,148806459,.,1000,.,61.98937,-1,-1,560,5,5,148804096,148806459,17.99392,551,148804122,148806222,43.99545,372
chr10,81147904,81149107,.,1000,.,61.97265,-1,-1,361,5,5,81147904,81149107,21.39064,360,81148004,81149105,40.58201,157
chr1,17096792,17098186,.,1000,.,61.97031,-1,-1,1162,5,5,17096814,17098186,27.45664,1145,17096792,17098165,34.51367,1157
chr1,82289885,82292066,.,1000,.,61.97031,-1,-1,1845,5,5,82289885,82292066,27.45664,1888,82290286,82291895,34.51367,470
chr17,64600493,64602224,.,1000,.,61.95109,-1,-1,505,5,5,64600493,64602224,25.54106,701,64600528,64602184,36.41003,202
chr8,84200045,84201942,.,1000,.,61.90968,-1,-1,761,5,5,84200045,84201942,28.51343,770,84200111,84201933,33.39625,139
chr15,102470780,102471360,.,1000,.,61.88692,-1,-1,295,5,5,102470780,102471360,30.84276,303,102470830,102471335,31.04416,237
chr10,84533266,84534483,.,1000,.,61.8503,-1,-1,823,5,5,84533266,84534483,28.09517,830,84533334,84534452,33.75513,748
chr5,5379733,5380881,.,1000,.,61.8503,-1,-1,605,5,5,5379733,5380881,28.09517,575,5379963,5380804,33.75513,405
chr14,30715024,30716865,.,1000,.,61.79029,-1,-1,1320,5,5,30715024,30716865,28.41443,1327,30715032,30716631,33.37586,1306
chr6,53817831,53821178,.,1000,.,61.75418,-1,-1,2650,5,5,53817831,53821147,18.51727,2871,53817845,53821178,43.23691,195
chrX,12078307,12081545,.,1000,.,61.71339,-1,-1,1946,5,5,12078337,12081545,20.75211,2029,12078307,12081411,40.96128,706
chr8,121082229,121085424,.,1000,.,61.69417,-1,-1,1561,5,5,121082229,121085424,18.83653,1583,121082812,121085331,42.85764,230
chr1,167284157,167285406,.,1000,.,61.68949,-1,-1,765,5,5,167284157,167285406,30.96853,770,167284202,167285309,30.72096,715
chr11,98741521,98742903,.,1000,.,61.68416,-1,-1,362,5,5,98741521,98742903,29.82539,362,98741568,98742613,31.85877,316
chr11,115814504,115815367,.,1000,.,61.67955,-1,-1,311,5,5,115814504,115815367,28.30369,316,115814510,115815295,33.37586,300
chr19,6979334,6980517,.,1000,.,61.59963,-1,-1,697,5,5,6979334,6980517,22.42319,418,6979533,6980491,39.17644,227
chr2,27676017,27678186,.,1000,.,61.57182,-1,-1,1561,5,5,27676017,27678186,25.54106,1562,27676152,27677968,36.03076,600
chr1,66862756,66863519,.,1000,.,61.55025,-1,-1,432,5,5,66862756,66863519,29.69148,415,66862847,66863510,31.85877,359
chr18,61399157,61400929,.,1000,.,61.52478,-1,-1,1369,5,5,61399157,61400929,28.73369,1392,61399492,61400785,32.79109,276
chr17,69382426,69384315,.,1000,.,61.48109,-1,-1,1094,5,5,69382426,69384315,26.96742,969,69382454,69384233,34.51367,1192
chr8,84705077,84705991,.,1000,.,61.47335,-1,-1,399,5,5,84705077,84705964,22.02916,412,84705088,84705991,39.44419,254
chr17,35164282,35165015,.,1000,.,61.46907,-1,-1,467,5,5,35164282,35165015,25.86032,450,35164376,35165000,35.60875,390
chr10,128092346,128093597,.,1000,.,61.46746,-1,-1,467,5,5,128092346,128093520,26.81811,496,128092456,128093597,34.64935,240
chr18,73571946,73574053,.,1000,.,61.44194,-1,-1,966,5,5,73571946,73574053,21.86953,968,73571978,73573963,39.57241,226
chr9,106685087,106686212,.,1000,.,61.41102,-1,-1,739,5,5,106685087,106686212,28.41443,730,106685207,106686205,32.99659,628
chr14,46881974,46883797,.,1000,.,61.38958,-1,-1,1111,5,5,46881974,46883797,26.69502,1113,46881983,46883781,34.69456,259
chr16,92697167,92699047,.,1000,.,61.34308,-1,-1,427,5,5,92697167,92699047,26.81811,463,92697181,92699043,34.52497,255
chr6,52233482,52235241,.,1000,.,61.3022,-1,-1,706,5,5,52233482,52235241,22.02916,665,52233569,52235201,39.27304,172
chr15,75997372,75999083,.,1000,.,61.27411,-1,-1,1175,5,5,75997372,75999083,21.07137,841,75997538,75999034,40.20274,222
chr17,63498839,63500678,.,1000,.,61.26944,-1,-1,1182,5,5,63498839,63500678,33.20338,1339,63498848,63500631,28.06606,1017
chr1,88701079,88702599,.,1000,.,61.23099,-1,-1,1168,5,5,88701079,88702599,29.37222,1166,88701580,88702545,31.85877,669
chr11,120823277,120825097,.,1000,.,61.17098,-1,-1,1080,5,5,120823277,120825097,29.69148,1186,120823588,120824940,31.4795,664
chr12,54984669,54986371,.,1000,.,61.15176,-1,-1,1152,5,5,54984669,54986371,27.7759,1524,54985050,54986348,33.37586,399
chr6,92091086,92092571,.,1000,.,61.15176,-1,-1,730,5,5,92091086,92092571,27.7759,494,92091173,92092557,33.37586,879
chr3,84479291,84480920,.,1000,.,61.05331,-1,-1,1114,5,5,84479291,84480920,24.26401,1114,84479330,84480768,36.7893,229
chr2,30358646,30359501,.,1000,.,61.03175,-1,-1,662,5,5,30358646,30359501,28.41443,668,30358775,30359470,32.61732,528
chr13,34343890,34346067,.,1000,.,61.01253,-1,-1,1178,5,5,34343890,34346067,26.49885,1218,34343954,34346067,34.51368,642
chr3,152395614,152397069,.,1000,.,60.99092,-1,-1,516,5,5,152395614,152397069,28.57448,539,152395619,152397059,32.41644,488
chr14,70599240,70600009,.,1000,.,60.97173,-1,-1,484,5,5,70599240,70600009,28.73369,487,70599514,70599991,32.23804,207
chr19,5474376,5475321,.,1000,.,60.97173,-1,-1,294,5,5,5474376,5475321,28.73369,323,5474455,5474942,32.23804,186
chr4,11190428,11191879,.,1000,.,60.97173,-1,-1,743,5,5,11190428,11191879,28.73369,761,11190445,11191817,32.23804,709
chr1,23255950,23257050,.,1000,.,60.91642,-1,-1,403,5,5,23255950,23257050,26.80698,401,23256095,23256987,34.10944,261
chr19,27216750,27218550,.,1000,.,60.89484,-1,-1,329,5,5,27216750,27218550,21.07137,328,27216903,27218356,39.82347,156
chr18,6489846,6491309,.,1000,.,60.87329,-1,-1,805,5,5,6489846,6491236,25.2218,447,6489889,6491309,35.65149,1120
chr8,64947038,64947718,.,1000,.,60.8325,-1,-1,217,5,5,64947038,64947718,27.45664,208,64947041,64947705,33.37586,224
chr4,117834807,117836701,.,1000,.,60.83173,-1,-1,1540,5,5,117834807,117836701,21.51946,1537,117835175,117836660,39.31227,418
chr10,34206478,34207644,.,1000,.,60.794,-1,-1,795,5,5,34206478,34207644,25.4962,676,34206501,34207640,35.2978,249
chr15,80173017,80174669,.,1000,.,60.71249,-1,-1,990,5,5,80173017,80174669,28.09517,982,80173198,80174446,32.61732,817
chr3,104638154,104639466,.,1000,.,60.65016,-1,-1,311,5,5,104638154,104639466,25.19148,290,104638293,104639448,35.45868,153
chr9,21367464,21368533,.,1000,.,60.62387,-1,-1,447,5,5,21367464,21368533,21.07137,456,21367766,21368532,39.5525,143
chr19,6921029,6922045,.,1000,.,60.61699,-1,-1,598,5,5,6921041,6922045,29.05296,590,6921029,6921984,31.56403,119
chr9,23222322,23223921,.,1000,.,60.5948,-1,-1,951,5,5,23222322,23223921,22.66769,732,23222359,23223714,37.92711,411
chr11,65162206,65163044,.,1000,.,60.59246,-1,-1,642,5,5,65162206,65163044,28.73369,636,65162390,65163018,31.85877,465
chr4,152086394,152087219,.,1000,.,60.59246,-1,-1,411,5,5,152086394,152087219,28.73369,413,152086416,152087164,31.85877,388
chr4,57567706,57568418,.,1000,.,60.51324,-1,-1,274,5,5,57567706,57568418,27.13738,278,57567802,57568346,33.37586,174
chr19,41482216,41483812,.,1000,.,60.44378,-1,-1,302,5,5,41482216,41483812,28.09517,326,41482237,41483541,32.34861,257
chr18,24205197,24206610,.,1000,.,60.43972,-1,-1,500,5,5,24205197,24206610,24.78823,495,24205231,24206576,35.65149,471
chr8,87472041,87473766,.,1000,.,60.43401,-1,-1,642,5,5,87472041,87473766,25.54106,677,87472090,87473743,34.89295,355
chr18,75366412,75367961,.,1000,.,60.41886,-1,-1,1101,5,5,75366412,75367961,20.97466,1106,75366444,75367938,39.4442,343
chr10,17947123,17948411,.,1000,.,60.41244,-1,-1,242,5,5,17947123,17948411,29.69148,252,17947144,17948312,30.72096,212
chr12,84408366,84409315,.,1000,.,60.39322,-1,-1,520,5,5,84408366,84409315,27.7759,516,84408380,84409161,32.61732,510
chr4,136834806,136837010,.,1000,.,60.33554,-1,-1,1113,5,5,136834806,136837010,22.02916,1112,136834845,136836852,38.30638,714
chr19,47579288,47580209,.,1000,.,60.31399,-1,-1,304,5,5,47579288,47580209,26.17959,314,47579326,47580187,34.1344,256
chr6,28260884,28262423,.,1000,.,60.29687,-1,-1,1189,5,5,28260884,28262423,28.73369,1191,28260895,28262334,31.56318,1177
chr11,103132137,103133013,.,1000,.,60.29375,-1,-1,626,5,5,103132137,103133013,26.5124,621,103132286,103132992,33.78135,140
chr4,133967085,133968966,.,1000,.,60.29136,-1,-1,295,5,5,133967085,133968966,19.59035,262,133967107,133968827,40.70101,179
chr5,76303642,76305255,.,1000,.,60.28408,-1,-1,1031,5,5,76303642,76305255,29.75281,1037,76303701,76305179,30.53127,966
chr13,37825104,37827876,.,1000,.,60.27398,-1,-1,1577,5,5,37825104,37827876,23.62548,1583,37825637,37827876,36.6485,266
chr15,64059865,64060836,.,1000,.,60.21319,-1,-1,528,5,5,64059865,64060836,28.73369,726,64059933,64060755,31.4795,262
chr9,98986044,98986820,.,1000,.,60.15319,-1,-1,458,5,5,98986044,98986820,29.05296,450,98986097,98986811,31.10023,413
chr4,93334637,93335845,.,1000,.,60.13397,-1,-1,737,5,5,93334637,93335845,27.13738,739,93334653,93335805,32.99659,719
chr14,67932732,67933882,.,1000,.,60.11241,-1,-1,883,5,5,67932732,67933882,31.2878,889,67933029,67933853,28.82461,581
chr16,34572384,34574221,.,1000,.,60.07396,-1,-1,1453,5,5,34572384,34574221,27.45664,1450,34572631,34574182,32.61732,1210
chr3,55242342,55243374,.,1000,.,60.05239,-1,-1,421,5,5,55242342,55243374,31.60706,423,55242473,55243075,28.44533,288
chr12,8498299,8500028,.,1000,.,60.01395,-1,-1,1457,5,5,8498299,8500028,16.1785,1455,8498422,8500024,43.83545,217
chr10,127739198,127740143,.,1000,.,60.01394,-1,-1,276,5,5,127739198,127740143,27.7759,281,127739204,127740053,32.23804,266
chr1,30873058,30874247,.,1000,.,60.01287,-1,-1,428,5,5,30873058,30874247,29.69148,402,30873094,30874083,30.32139,418
chr9,14614089,14615112,.,1000,.,59.9755,-1,-1,848,5,5,14614089,14615112,23.94474,841,14614263,14615091,36.03076,210
chr12,105009515,105010232,.,1000,.,59.97317,-1,-1,449,5,5,105009515,105010232,30.01075,453,105009579,105010198,29.96242,381
chr15,73512154,73513185,.,1000,.,59.97317,-1,-1,527,5,5,73512154,73513185,30.01075,534,73512181,73513141,29.96242,493
chr11,88067796,88069306,.,1000,.,59.96929,-1,-1,332,5,5,88067796,88069306,28.86906,328,88067852,88069294,31.10023,280
chr18,12643198,12644478,.,1000,.,59.95357,-1,-1,495,5,5,12643198,12644478,25.06063,456,12643268,12644340,34.89294,465
chr19,44069107,44069962,.,1000,.,59.95351,-1,-1,652,5,5,44069107,44069946,25.06063,638,44069223,44069962,34.89288,551
chr18,56707269,56709099,.,1000,.,59.94605,-1,-1,456,5,5,56707269,56709099,20.25831,549,56707281,56709069,39.68774,242
chr9,37146420,37147369,.,1000,.,59.94315,-1,-1,455,5,5,37146420,37147369,23.15385,440,37146463,37147302,36.7893,269
chr13,54574854,54575497,.,1000,.,59.93472,-1,-1,330,5,5,54574854,54575497,26.17959,356,54574861,54575468,33.75513,298
chr10,79908652,79908962,.,1000,.,59.91316,-1,-1,162,5,5,79908652,79908962,30.33001,162,79908683,79908954,29.58315,131
chr7,81452994,81455413,.,1000,.,59.89627,-1,-1,1489,5,5,81452994,81455413,22.34843,1484,81452998,81455358,37.54784,584
chr5,75043891,75044936,.,1000,.,59.89393,-1,-1,763,5,5,75043891,75044936,28.41443,748,75043903,75044927,31.4795,767
chr7,67372013,67373609,.,1000,.,59.84902,-1,-1,902,5,5,67372013,67373609,21.08945,1300,67372098,67373594,38.75957,324
chr16,18876339,18877930,.,1000,.,59.84628,-1,-1,964,5,5,18876339,18877930,17.37691,964,18876370,18877822,42.46937,277
chr10,31608487,31609928,.,1000,.,59.83392,-1,-1,707,5,5,31608487,31609928,28.73369,748,31608578,31609903,31.10023,575
chr8,83972275,83974196,.,1000,.,59.81967,-1,-1,318,5,5,83972275,83974196,24.19985,321,83972333,83973487,35.61982,257
chr11,6388934,6390067,.,1000,.,59.79314,-1,-1,281,5,5,6388934,6390067,30.96853,286,6388950,6389924,28.82461,260
chr5,124861543,124863716,.,1000,.,59.77392,-1,-1,1287,5,5,124861543,124863716,29.05296,1294,124861621,124863688,30.72096,1203
chr6,87810778,87812099,.,1000,.,59.77392,-1,-1,918,5,5,87810817,87812099,29.05296,863,87810778,87811993,30.72096,935
chr7,34653646,34655845,.,1000,.,59.75703,-1,-1,1727,5,5,34653646,34655845,21.07137,1696,34653964,34655826,38.68566,592
chr15,81584937,81586815,.,1000,.,59.74909,-1,-1,906,5,5,81584937,81586815,21.43415,1013,81584942,81586676,38.31494,280
chr16,35768810,35769543,.,1000,.,59.73983,-1,-1,387,5,5,35768810,35769543,25.60543,387,35768900,35769524,34.1344,298
chr11,98326952,98329000,.,1000,.,59.7378,-1,-1,1666,5,5,98326952,98328992,19.15579,1851,98326983,98329000,40.58201,253
chr4,106910612,106912899,.,1000,.,59.72927,-1,-1,708,5,5,106910612,106912899,25.97414,639,106910880,106912514,33.75513,510
chr11,121259577,121260749,.,1000,.,59.7141,-1,-1,351,5,5,121259577,121260749,31.2878,330,121259651,121260650,28.4263,298
chr12,51690806,51692338,.,1000,.,59.71391,-1,-1,535,5,5,51690806,51692338,29.37222,531,51690856,51692320,30.34169,490
chr5,4756055,4758325,.,1000,.,59.71342,-1,-1,1726,5,5,4756055,4758325,24.58327,1781,4756257,4758187,35.13015,501
chr18,82692012,82692987,.,1000,.,59.67546,-1,-1,564,5,5,82692012,82692987,25.54106,563,82692099,82692970,34.1344,478
chr4,11006974,11008130,.,1000,.,59.62871,-1,-1,487,5,5,11006974,11008130,27.39067,521,11007026,11008039,32.23804,402
chr10,79766384,79767767,.,1000,.,59.61768,-1,-1,481,5,5,79766384,79767767,18.2075,481,79766416,79767555,41.41018,303
chr17,72836316,72837781,.,1000,.,59.61582,-1,-1,1024,5,5,72836316,72837781,28.13632,1023,72836385,72837757,31.4795,956
chr11,88098953,88100073,.,1000,.,59.61311,-1,-1,369,5,5,88098953,88100073,31.92632,367,88098987,88099979,27.68679,338
chr19,4625135,4626210,.,1000,.,59.58935,-1,-1,311,5,5,4625135,4626184,20.14515,324,4625242,4626210,39.4442,153
chr12,54862300,54863204,.,1000,.,59.5743,-1,-1,583,5,5,54862300,54863204,25.06063,575,54862417,54863145,34.51367,474
chr15,25842953,25844077,.,1000,.,59.53607,-1,-1,390,5,5,25842953,25844077,32.56446,492,25843003,25843764,26.97161,239
chr12,91778470,91779456,.,1000,.,59.53389,-1,-1,582,5,5,91778470,91779456,30.33001,589,91778475,91779246,29.20388,571
chr15,76521989,76523940,.,1000,.,59.51202,-1,-1,358,5,5,76521989,76523940,23.30622,357,76522016,76523898,36.2058,235
chr2,156720459,156721453,.,1000,.,59.48498,-1,-1,730,5,5,156720459,156721453,27.99935,749,156720641,156721392,31.48563,530
chr6,38253736,38254605,.,1000,.,59.46743,-1,-1,493,5,5,38253736,38254605,25.33303,528,38253756,38254578,34.1344,438
chr16,30069961,30070819,.,1000,.,59.44286,-1,-1,534,5,5,30069961,30070819,26.067,530,30070069,30070791,33.37586,430
chr15,89314305,89315634,.,1000,.,59.42508,-1,-1,861,5,5,89314305,89315634,28.73369,861,89314579,89315620,30.69139,588
chr3,32510480,32511022,.,1000,.,59.4162,-1,-1,203,5,5,32510480,32511022,24.90253,213,32510508,32510961,34.51367,165
chr4,58552948,58554052,.,1000,.,59.4162,-1,-1,425,5,5,58552948,58554052,24.90253,425,58552962,58553939,34.51367,218
chr8,124947946,124949744,.,1000,.,59.40742,-1,-1,1493,5,5,124947946,124949744,25.86032,1488,124948037,124949730,33.5471,586
chr8,83442047,83442658,.,1000,.,59.40657,-1,-1,282,5,5,83442047,83442658,26.42262,282,83442059,83442640,32.98395,270
chr19,40894456,40895489,.,1000,.,59.40486,-1,-1,782,5,5,40894456,40895489,19.47506,790,40894496,40895432,39.9298,166
chr10,40349280,40350236,.,1000,.,59.39465,-1,-1,218,5,5,40349280,40350236,29.05296,218,40349303,40350221,30.34169,195
chr9,121297215,121298106,.,1000,.,59.39465,-1,-1,410,5,5,121297215,121298106,29.05296,405,121297249,121298065,30.34169,382
chr1,157411733,157412753,.,1000,.,59.37542,-1,-1,688,5,5,157411733,157412753,27.13738,704,157411780,157412689,32.23804,625
chr6,29735238,29736580,.,1000,.,59.37542,-1,-1,773,5,5,29735238,29736580,27.13738,689,29735327,29736510,32.23804,768
chr6,115993376,115995276,.,1000,.,59.37542,-1,-1,1269,5,5,115993376,115995199,27.13738,1005,115993420,115995276,32.23804,1489
chr6,86525749,86527402,.,1000,.,59.33195,-1,-1,606,5,5,86525749,86527402,22.48179,883,86525788,86527338,36.85016,322
chr13,49341461,49342109,.,1000,.,59.31541,-1,-1,195,5,5,49341461,49342109,27.45664,193,49341463,49341963,31.85877,195
chr11,75172000,75173900,.,1000,.,59.27696,-1,-1,1497,5,5,75172000,75173900,23.62548,1498,75172315,75173797,35.65148,393
chr17,62882752,62883116,.,1000,.,59.26153,-1,-1,158,5,5,62882752,62883116,27.7759,152,62882770,62883085,31.48563,147
chr2,119741585,119743491,.,1000,.,59.23852,-1,-1,760,5,5,119741598,119743491,19.79432,733,119741585,119743429,39.4442,180
chr8,54076907,54078028,.,1000,.,59.23618,-1,-1,370,5,5,54076907,54078028,25.86032,360,54077021,54077966,33.37586,267
chr3,52101907,52103389,.,1000,.,59.21715,-1,-1,372,5,5,52101907,52103389,23.30622,543,52101946,52103171,35.91093,152
chr6,145249394,145250731,.,1000,.,59.17618,-1,-1,926,5,5,145249394,145250731,26.17959,945,145249403,145250702,32.99659,898
chr11,115858377,115860106,.,1000,.,59.15508,-1,-1,1289,5,5,115858377,115860106,14.78036,1235,115858405,115859946,44.37472,244
chr12,40445349,40446965,.,1000,.,59.13773,-1,-1,789,5,5,40445349,40446965,22.34843,789,40445583,40446700,36.7893,148
chr16,90283492,90284994,.,1000,.,59.13539,-1,-1,782,5,5,90283499,90284994,28.41443,769,90283492,90284935,30.72096,788
chr9,72531750,72532659,.,1000,.,59.11617,-1,-1,593,5,5,72531750,72532648,26.49885,591,72531873,72532659,32.61732,473
chr5,136565308,136568288,.,1000,.,59.1128,-1,-1,2215,5,5,136565308,136568288,22.45415,2220,136565409,136568193,36.65865,898
chr3,148987381,148989509,.,1000,.,59.09694,-1,-1,1774,5,5,148987381,148989482,24.58327,1811,148987552,148989509,34.51367,519
chr5,65696994,65698558,.,1000,.,59.05615,-1,-1,1145,5,5,65696994,65698558,26.81811,1067,65696994,65698527,32.23804,1223
chr15,76656250,76657378,.,1000,.,59.05166,-1,-1,589,5,5,76656250,76657378,28.41443,593,76656292,76657285,30.63723,543
chr3,100685087,100686337,.,1000,.,59.05007,-1,-1,750,5,5,100685087,100686337,28.32911,635,100685139,100686252,30.72096,814
chr10,80167527,80168400,.,1000,.,59.01771,-1,-1,476,5,5,80167527,80168400,25.64185,476,80167629,80168383,33.37586,375
chr2,80580483,80581732,.,1000,.,59.01538,-1,-1,736,5,5,80580483,80581732,29.05296,894,80580552,80581636,29.96242,510
chr2,156111374,156112075,.,1000,.,58.99615,-1,-1,464,5,5,156111374,156112075,27.13738,490,156111497,156112074,31.85877,316
chr2,154407332,154408235,.,1000,.,58.98129,-1,-1,642,5,5,154407332,154408235,25.60543,680,154407601,154408202,33.37586,335
chr11,84067985,84068792,.,1000,.,58.95537,-1,-1,332,5,5,84067985,84068792,29.37222,259,84068089,84068566,29.58315,302
chr12,75734879,75735999,.,1000,.,58.94497,-1,-1,822,5,5,75734879,75735999,28.95865,816,75735204,75735849,29.98632,504
chr2,83724117,83725102,.,1000,.,58.87613,-1,-1,475,5,5,83724117,83725097,27.7759,487,83724140,83725102,31.10023,441
chr8,117256197,117257656,.,1000,.,58.87613,-1,-1,426,5,5,117256197,117257656,27.7759,279,117256295,117257588,31.10023,475
chr9,87729297,87731197,.,1000,.,58.83536,-1,-1,1029,5,5,87729297,87731197,30.01075,1008,87729372,87731051,28.82461,976
chr8,84798978,84800800,.,1000,.,58.81613,-1,-1,579,5,5,84798978,84800800,28.09517,408,84799197,84800752,30.72096,532
chr14,20733813,20734775,.,1000,.,58.79691,-1,-1,629,5,5,20733813,20734775,26.17959,648,20734042,20734744,32.61732,382
chr10,74966834,74968051,.,1000,.,58.77204,-1,-1,326,5,5,74966834,74968051,25.33303,330,74966898,74967595,33.43901,258
chr17,29031847,29033120,.,1000,.,58.76596,-1,-1,586,5,5,29031847,29033120,24.90253,573,29031977,29033070,33.86343,275
chr17,65950676,65951395,.,1000,.,58.73582,-1,-1,476,5,5,65950676,65951395,28.41443,450,65950697,65951363,30.32139,481
chr10,81426066,81427354,.,1000,.,58.71767,-1,-1,672,5,5,81426066,81427354,24.58327,975,81426202,81427335,34.1344,175
chr4,139573955,139575765,.,1000,.,58.69409,-1,-1,867,5,5,139573955,139575765,27.13738,869,139574095,139575756,31.55671,243
chr4,95161153,95161757,.,1000,.,58.67731,-1,-1,204,5,5,95161168,95161757,24.54291,186,95161153,95161721,34.1344,207
chr3,7503322,7503983,.,1000,.,58.65459,-1,-1,262,5,5,7503322,7503983,24.78823,266,7503358,7503769,33.86636,222
chr15,91049145,91050235,.,1000,.,58.64507,-1,-1,589,5,5,91049145,91050235,26.09405,553,91049158,91050129,32.55102,613
