"","seqnames","start","end","width","strand","idr","signalValue","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","ens_transcript",".","distanceToTSS","ens_genes","gene_symbol","name"
"148","chr14",70076724,70079288,2565,"*",1000,63.90978,"Promoter",14,70077203,70079955,2753,1,"13655","ENSMUST00000035908","2",0,"ENSMUSG00000033730","Egr3","peak:148"
"149","chr17",34120854,34122965,2112,"*",1000,63.84564,"Promoter",17,34112023,34121747,9725,2,"14312","ENSMUST00000114242","8",0,"ENSMUSG00000024335","Brd2","peak:149"
"150","chr19",46056495,46057394,900,"*",1000,63.83866,"Promoter",19,46056539,46072911,16373,1,"226169","ENSMUST00000111899","7",0,"ENSMUSG00000055491","Pprc1","peak:150"
"151","chr10",96616469,96617842,1374,"*",1000,63.70032,"Promoter",10,96617006,96622809,5804,1,"12226","ENSMUST00000038377","8",0,"ENSMUSG00000036478","Btg1","peak:151"
"152","chr11",69836693,69838017,1325,"*",1000,63.68898,"Promoter",11,69823122,69837784,14663,2,"216856","ENSMUST00000108634","8",0,"ENSMUSG00000051790","Nlgn2","peak:152"
"153","chr11",104441419,104443063,1645,"*",1000,63.6482,"Promoter",11,104333229,104442291,109063,2,"76719","ENSMUST00000106977","7",0,"ENSMUSG00000018412","Kansl1","peak:153"
"154","chr2",132029028,132030466,1439,"*",1000,63.64819,"Promoter",2,131989415,132030001,40587,2,"215653","ENSMUST00000028814","14",0,"ENSMUSG00000027339","Rassf2","peak:154"
"155","chr2",125782440,125783025,586,"*",1000,63.56663,"Promoter",2,125736986,125782870,45885,2,"70354","ENSMUST00000053699","12",0,"ENSMUSG00000035093","Secisbp2l","peak:155"
"156","chr14",54575569,54577658,2090,"*",1000,63.53339,"Promoter",14,54567472,54577558,10087,2,"16475","ENSMUST00000054487","9",0,"ENSMUSG00000022178","Ajuba","peak:156"
"157","chr8",83698497,83699471,975,"*",1000,63.53303,"Promoter",8,83666536,83699179,32644,2,"320795","ENSMUST00000005616","15",0,"ENSMUSG00000057672","Pkn1","peak:157"
"158","chr1",180812982,180814378,1397,"*",1000,63.52584,"Promoter",1,180800832,180813632,12801,2,"15078","ENSMUST00000161308","7",0,"ENSMUSG00000060743","H3f3a","peak:158"
"159","chr1",182019317,182020744,1428,"*",1000,63.42739,"Promoter",1,181896384,182019661,123278,2,"13800","ENSMUST00000193703","5",0,"ENSMUSG00000022995","Enah","peak:159"
"160","chr19",7493984,7495056,1073,"*",1000,63.40582,"Promoter",19,7494040,7539674,45635,1,"109168","ENSMUST00000170373","8",0,"ENSMUSG00000024759","Atl3","peak:160"
"161","chr17",46383305,46384506,1202,"*",1000,63.38661,"Promoter",17,46383731,46420024,36294,1,"57908","ENSMUST00000113481","8",0,"ENSMUSG00000015597","Zfp318","peak:161"
"162","chr2",152293705,152294294,590,"*",1000,63.38661,"Promoter",2,152293828,152313996,20169,1,"67231","ENSMUST00000028963","13",0,"ENSMUSG00000027465","Tbc1d20","peak:162"
"163","chr9",63757034,63758554,1521,"*",1000,63.34816,"Promoter",9,63646767,63757994,111228,2,"17127","ENSMUST00000034973","9",0,"ENSMUSG00000032402","Smad3","peak:163"
"164","chr15",36938346,36939174,829,"*",1000,63.3266,"Exon (ENSMUST00000227227.1/ENSMUST00000227227.1, exon 1 of 3)",15,37000628,37002035,1408,2,"68036","ENSMUST00000226257","1",62861,"ENSMUSG00000062397","Zfp706","peak:164"
"165","chr3",129878466,129879052,587,"*",1000,63.3266,"Promoter",3,129878606,129895825,17220,1,"66350","ENSMUST00000029629","14",0,"ENSMUSG00000027999","Pla2g12a","peak:165"
"166","chr2",30415157,30416675,1519,"*",1000,63.30842,"Promoter",2,30416039,30447805,31767,1,"110854","ENSMUST00000042055","9",0,"ENSMUSG00000039515","Ptpa","peak:166"
"167","chr2",30472640,30474760,2121,"*",1000,63.26893,"Promoter",2,30471537,30474219,2683,2,"72500","ENSMUST00000065134","3",0,"ENSMUSG00000089762","Ier5l","peak:167"
"168","chr5",53588990,53591240,2251,"*",1000,63.26872,"Promoter",5,53590214,53657362,67149,1,"19664","ENSMUST00000037618","12",0,"ENSMUSG00000039191","Rbpj","peak:168"
"169","chr17",47688445,47689508,1064,"*",1000,63.25306,"Promoter",17,47689030,47699551,10522,1,"107971","ENSMUST00000156118","7",0,"ENSMUSG00000023266","Frs3","peak:169"
"170","chr11",78261312,78262346,1035,"*",1000,63.24457,"Promoter",11,78261752,78264032,2281,1,"72503","ENSMUST00000125459","1",0,"ENSMUSG00000010277","2610507B11Rik","peak:170"
"171","chr11",119040421,119042270,1850,"*",1000,63.24058,"Promoter",11,119036305,119040969,4665,2,"30951","ENSMUST00000026663","7",0,"ENSMUSG00000025578","Cbx8","peak:171"
"172","chr9",57644721,57645799,1079,"*",1000,63.22813,"Promoter",9,57626646,57645653,19008,2,"12988","ENSMUST00000034863","7",0,"ENSMUSG00000032312","Csk","peak:172"
"173","chr14",105896868,105897999,1132,"*",1000,63.17487,"Promoter",14,105891947,105896819,4873,2,"24064","ENSMUST00000022709","5",-49,"ENSMUSG00000022114","Spry2","peak:173"
"174","chr9",62342463,62344995,2533,"*",1000,63.14175,"Promoter",9,62342464,62373583,31120,1,"11737","ENSMUST00000156461","1",0,"ENSMUSG00000032249","Anp32a","peak:174"
"175","chr11",75164822,75167754,2933,"*",1000,63.12139,"Promoter",11,75167153,75168146,994,2,"15248","ENSMUST00000131720","1",392,"ENSMUSG00000043099","Hic1","peak:175"
"176","chr2",180119154,180119984,831,"*",1000,63.0363,"Promoter",2,180119306,180162680,43375,1,"228983","ENSMUST00000040668","8",0,"ENSMUSG00000039050","Osbpl2","peak:176"
"177","chr6",83455776,83457313,1538,"*",1000,63.00734,"Promoter",6,83368042,83456392,88351,2,"194388","ENSMUST00000186548","6",0,"ENSMUSG00000034832","Tet3","peak:177"
"178","chr1",91398223,91399102,880,"*",1000,62.98811,"Promoter",1,91373861,91398700,24840,2,"67444","ENSMUST00000187049","6",0,"ENSMUSG00000026309","Ilkap","peak:178"
"179","chr10",94035356,94036642,1287,"*",1000,62.9626,"Promoter",10,94036001,94145339,109339,1,"13998","ENSMUST00000020208","4",0,"ENSMUSG00000020021","Fgd6","peak:179"
"180","chr5",23432867,23435147,2281,"*",1000,62.95104,"Promoter",5,23431810,23433919,2110,2,"269630","ENSMUST00000101522","2",0,"ENSMUSG00000073147","5031425E22Rik","peak:180"
"181","chr11",93885031,93886599,1569,"*",1000,62.93384,"Promoter",11,93885852,93946985,61134,1,"103537","ENSMUST00000107853","7",0,"ENSMUSG00000059474","Mbtd1","peak:181"
"182","chr3",152265431,152266111,681,"*",1000,62.90654,"Promoter",3,152236982,152265767,28786,2,"68810","ENSMUST00000199470","4",0,"ENSMUSG00000039103","Nexn","peak:182"
"183","chr3",109340401,109341375,975,"*",1000,62.88624,"Promoter",3,109340653,109685698,345046,1,"57257","ENSMUST00000046864","13",0,"ENSMUSG00000033721","Vav3","peak:183"
"184","chr10",80264575,80265394,820,"*",1000,62.774,"Promoter",10,80264984,80288408,23425,1,"70248","ENSMUST00000105362","7",0,"ENSMUSG00000069565","Dazap1","peak:184"
"185","chr14",62759657,62761081,1425,"*",1000,62.67275,"Promoter",14,62676330,62761112,84783,2,"18130","ENSMUST00000053959","6",31,"ENSMUSG00000035161","Ints6","peak:185"
"186","chr8",84183317,84184241,925,"*",1000,62.66884,"Promoter",8,84173731,84185217,11487,2,"244551","ENSMUST00000211482","1",976,"ENSMUSG00000056155","Nanos3","peak:186"
"187","chr6",48047267,48049097,1831,"*",1000,62.62807,"Promoter",6,48024188,48048114,23927,2,"72306","ENSMUST00000114583","7",0,"ENSMUSG00000071477","Zfp777","peak:187"
"188","chr4",120267080,120269194,2115,"*",1000,62.60883,"3' UTR",4,120267079,120287349,20271,2,"329934","ENSMUST00000102656","3",18155,"ENSMUSG00000052135","Foxo6","peak:188"
"189","chr11",60104687,60106976,2290,"*",1000,62.58962,"Promoter",11,60105013,60199195,94183,1,"19377","ENSMUST00000064190","12",0,"ENSMUSG00000062115","Rai1","peak:189"
"190","chr10",88378934,88379808,875,"*",1000,62.58361,"Promoter",10,88379132,88414598,35467,1,"432486","ENSMUST00000127615","7",0,"ENSMUSG00000035311","Gnptab","peak:190"
"191","chr1",13372591,13374369,1779,"*",1000,62.56805,"Promoter",1,13139159,13374083,234925,2,"17978","ENSMUST00000068304","12",0,"ENSMUSG00000005886","Ncoa2","peak:191"
"192","chr5",135077682,135078601,920,"*",1000,62.56805,"Promoter",5,135072900,135078266,5367,2,"194309","ENSMUST00000067935","10",0,"ENSMUSG00000043614","Vps37d","peak:192"
"193","chr16",85172291,85174046,1756,"*",1000,62.51039,"Promoter",16,84949685,85173766,224082,2,"11820","ENSMUST00000227723","1",0,"ENSMUSG00000022892","App","peak:193"
"194","chr2",179975179,179977286,2108,"*",1000,62.49167,"Promoter",2,179912152,179976646,64495,2,"228980","ENSMUST00000041618","12",0,"ENSMUSG00000039117","Taf4","peak:194"
"195","chr19",5637108,5638143,1036,"*",1000,62.48882,"Promoter",19,5637483,5648130,10648,1,"19697","ENSMUST00000025867","5",0,"ENSMUSG00000024927","Rela","peak:195"
"196","chr17",64331225,64332516,1292,"*",1000,62.48193,"Promoter",17,64281005,64331916,50912,2,"224938","ENSMUST00000172818","7",0,"ENSMUSG00000024083","Pja2","peak:196"
"197","chr3",27709936,27711327,1392,"*",1000,62.41044,"Promoter",3,27416162,27710398,294237,2,"72007","ENSMUST00000195008","5",0,"ENSMUSG00000039286","Fndc3b","peak:197"
"198","chr8",86884529,86885455,927,"*",1000,62.38417,"Promoter",8,86841139,86885258,44120,2,"80750","ENSMUST00000034074","7",0,"ENSMUSG00000031652","N4bp1","peak:198"
"199","chr11",100849887,100851098,1212,"*",1000,62.34958,"Promoter",11,100780731,100850724,69994,2,"20851","ENSMUST00000004143","2",0,"ENSMUSG00000020919","Stat5b","peak:199"
"200","chr19",59943075,59943916,842,"*",1000,62.31383,"Promoter",19,59902884,59943654,40771,2,"74998","ENSMUST00000171986","7",0,"ENSMUSG00000040022","Rab11fip2","peak:200"
"201","chr14",25768230,25769444,1215,"*",1000,62.27035,"Promoter",14,25711642,25769039,57398,2,"71918","ENSMUST00000069180","7",0,"ENSMUSG00000055538","Zcchc24","peak:201"
"202","chr14",57664640,57665472,833,"*",1000,62.24879,"Promoter",14,57577521,57665430,87910,2,"57258","ENSMUST00000174545","8",0,"ENSMUSG00000021952","Xpo4","peak:202"
"203","chr2",153741146,153741906,761,"*",1000,62.24879,"Promoter",2,153741274,153773310,32037,1,"13589","ENSMUST00000028981","8",0,"ENSMUSG00000027479","Mapre1","peak:203"
"204","chr9",31210949,31212677,1729,"*",1000,62.2319,"Promoter",9,31149557,31211787,62231,2,"11804","ENSMUST00000217641","1",0,"ENSMUSG00000031996","Aplp2","peak:204"
"205","chrX",159626662,159628229,1568,"*",1000,62.21267,"Promoter",20,159627272,159978069,350798,1,"58194","ENSMUST00000112456","8",0,"ENSMUSG00000040990","Sh3kbp1","peak:205"
"206","chr4",43875213,43876277,1065,"*",1000,62.15033,"Promoter",4,43875530,43944745,69216,1,"53614","ENSMUST00000128463","7",0,"ENSMUSG00000028476","Reck","peak:206"
"207","chr16",30008617,30009332,716,"*",1000,62.14875,"Promoter",16,30008667,30021430,12764,1,"100043102","ENSMUST00000181485","2",0,"ENSMUSG00000097184","4632428C04Rik","peak:207"
"208","chr4",88937911,88938790,880,"*",1000,62.13375,"Promoter",4,88909855,88938521,28667,2,"106557447","ENSMUST00000233522","1",0,"ENSMUSG00000117123","Gm49890","peak:208"
"209","chr15",10713830,10715049,1220,"*",1000,62.13325,"Promoter",15,10714836,10790123,75288,1,"75259","ENSMUST00000180604","1",0,"ENSMUSG00000096971","4930556M19Rik","peak:209"
"210","chr8",25240314,25241064,751,"*",1000,62.09032,"Promoter",8,25169294,25240901,71608,2,"320165","ENSMUST00000210933","1",0,"ENSMUSG00000065954","Tacc1","peak:210"
"211","chr5",123344044,123345827,1784,"*",1000,62.06876,"Promoter",5,123344448,123374992,30545,1,"77045","ENSMUST00000031391","8",0,"ENSMUSG00000029438","Bcl7a","peak:211"
"212","chr2",29252064,29253888,1825,"*",1000,62.03265,"Promoter",2,29203822,29253005,49184,2,"171171","ENSMUST00000071201","4",0,"ENSMUSG00000035513","Ntng2","peak:212"
"213","chr5",15934161,15935403,1243,"*",1000,61.98954,"Promoter",5,15934691,16374511,439821,1,"12293","ENSMUST00000167946","8",0,"ENSMUSG00000040118","Cacna2d1","peak:213"
"214","chr4",148804096,148806459,2364,"*",1000,61.98937,"Promoter",4,148804429,148945129,140701,1,"69743","ENSMUST00000094464","9",0,"ENSMUSG00000028977","Casz1","peak:214"
"215","chr10",81147904,81149107,1204,"*",1000,61.97265,"3' UTR",10,81154235,81156124,1890,2,"59004","ENSMUST00000134017","1",7017,"ENSMUSG00000004934","Pias4","peak:215"
"216","chr1",17096792,17098186,1395,"*",1000,61.97031,"Promoter",1,16994938,17097889,102952,2,"57339","ENSMUST00000038382","4",0,"ENSMUSG00000042686","Jph1","peak:216"
"217","chr1",82289885,82292066,2182,"*",1000,61.97031,"Promoter",1,82233101,82291416,58316,2,"16367","ENSMUST00000069799","2",0,"ENSMUSG00000055980","Irs1","peak:217"
"218","chr17",64600493,64602224,1732,"*",1000,61.95109,"Promoter",17,64600736,64755110,154375,1,"17158","ENSMUST00000086723","9",0,"ENSMUSG00000024085","Man2a1","peak:218"
"219","chr8",84200045,84201942,1898,"*",1000,61.90968,"Exon (ENSMUST00000193908.1/ENSMUST00000193908.1, exon 1 of 1)",8,84208518,84208592,75,1,"387216","ENSMUST00000083677","1",-6576,"ENSMUSG00000065611","Mir23a","peak:219"
"220","chr15",102470780,102471360,581,"*",1000,61.88692,"Promoter",15,102470784,102498881,28098,1,"18521","ENSMUST00000229854","1",0,"ENSMUSG00000056851","Pcbp2","peak:220"
"221","chr10",84533266,84534483,1218,"*",1000,61.8503,"Promoter",10,84526305,84534062,7758,2,"216197","ENSMUST00000053871","4",0,"ENSMUSG00000046841","Ckap4","peak:221"
"222","chr5",5379733,5380881,1149,"*",1000,61.8503,"Promoter",5,4803391,5380197,576807,2,"18647","ENSMUST00000030763","12",0,"ENSMUSG00000028926","Cdk14","peak:222"
"223","chr14",30715024,30716865,1842,"*",1000,61.79029,"Promoter",14,30715167,30815084,99918,1,"54650","ENSMUST00000227201","1",0,"ENSMUSG00000006527","Sfmbt1","peak:223"
"224","chr6",53817831,53821178,3348,"*",1000,61.75418,"Promoter",6,53815468,53820830,5363,2,"66873","ENSMUST00000127748","4",0,"ENSMUSG00000043496","Tril","peak:224"
"225","chrX",12078307,12081545,3239,"*",1000,61.71339,"Promoter",20,12036740,12080553,43814,2,"71458","ENSMUST00000065143","13",0,"ENSMUSG00000040363","Bcor","peak:225"
"226","chr8",121082229,121085424,3196,"*",1000,61.69417,"Promoter",8,121084386,121088144,3759,1,"15227","ENSMUST00000181504","1",0,"ENSMUSG00000042812","Foxf1","peak:226"
"227","chr1",167284157,167285406,1250,"*",1000,61.68949,"Promoter",1,167222883,167285320,62438,2,"80914","ENSMUST00000053686","8",0,"ENSMUSG00000026558","Uck2","peak:227"
"228","chr11",98741521,98742903,1383,"*",1000,61.68416,"Promoter",11,98741811,98757695,15885,1,"21833","ENSMUST00000152195","6",0,"ENSMUSG00000058756","Thra","peak:228"
"229","chr11",115814504,115815367,864,"*",1000,61.67955,"Promoter",11,115814724,115823094,8371,1,"76265","ENSMUST00000021134","9",0,"ENSMUSG00000020781","Tsen54","peak:229"
"230","chr19",6979334,6980517,1184,"*",1000,61.59963,"Promoter",19,6977747,6980250,2504,2,"114841036","ENSMUST00000238181","1",0,"ENSMUSG00000056629","Fkbp2","peak:230"
"231","chr2",27676017,27678186,2170,"*",1000,61.57182,"Promoter",2,27676440,27741898,65459,1,"20181","ENSMUST00000129514","7",0,"ENSMUSG00000015846","Rxra","peak:231"
"232","chr1",66862756,66863519,764,"*",1000,61.55025,"Promoter",1,66830839,66863277,32439,2,"11363","ENSMUST00000027153","5",0,"ENSMUSG00000026003","Acadl","peak:232"
"233","chr18",61399157,61400929,1773,"*",1000,61.52478,"Promoter",18,61298136,61400431,102296,2,"170826","ENSMUST00000075299","12",0,"ENSMUSG00000033871","Ppargc1b","peak:233"
"234","chr17",69382426,69384315,1890,"*",1000,61.48109,"Promoter",17,69383050,69390750,7701,1,"22666","ENSMUST00000112674","7",0,"ENSMUSG00000049672","Zbtb14","peak:234"
"235","chr8",84705077,84705991,915,"*",1000,61.47335,"3' UTR",8,84701781,84704155,2375,1,"17095","ENSMUST00000238338","1",3296,"ENSMUSG00000034041","Lyl1","peak:235"
"236","chr17",35164282,35165015,734,"*",1000,61.46907,"Promoter",17,35149076,35164897,15822,2,"53761","ENSMUST00000025253","11",0,"ENSMUSG00000024393","Prrc2a","peak:236"
"237","chr10",128092346,128093597,1252,"*",1000,61.46746,"Promoter",10,128092783,128119325,26543,1,"116848","ENSMUST00000219072","1",0,"ENSMUSG00000040054","Baz2a","peak:237"
"238","chr18",73571946,73574053,2108,"*",1000,61.44194,"Promoter",18,73573044,73592575,19532,1,"240396","ENSMUST00000091852","4",0,"ENSMUSG00000037253","Mex3c","peak:238"
"239","chr9",106685087,106686212,1126,"*",1000,61.41102,"Promoter",9,106658746,106685682,26937,2,"21767","ENSMUST00000169068","7",0,"ENSMUSG00000040813","Tex264","peak:239"
"240","chr14",46881974,46883797,1824,"*",1000,61.38958,"Promoter",14,46882854,47103150,220297,1,"74480","ENSMUST00000022386","14",0,"ENSMUSG00000021838","Samd4","peak:240"
"241","chr16",92697167,92699047,1881,"*",1000,61.34308,"Promoter",16,92603656,92697328,93673,2,"12394","ENSMUST00000113956","9",0,"ENSMUSG00000022952","Runx1","peak:241"
"242","chr6",52233482,52235241,1760,"*",1000,61.3022,"Promoter",6,52231197,52234939,3743,2,"15395","ENSMUST00000125581","1",0,"ENSMUSG00000000938","Hoxa10","peak:242"
"243","chr15",75997372,75999083,1712,"*",1000,61.27411,"Promoter",15,75998371,75999153,783,1,"332110","ENSMUST00000230929","1",0,"ENSMUSG00000063704","Mapk15","peak:243"
"244","chr17",63498839,63500678,1840,"*",1000,61.26944,"Promoter",17,63057452,63500017,442566,2,"50758","ENSMUST00000024761","12",0,"ENSMUSG00000023965","Fbxl17","peak:244"
"245","chr1",88701079,88702599,1521,"*",1000,61.23099,"Promoter",1,88698225,88702221,3997,2,"320982","ENSMUST00000159814","1",0,"ENSMUSG00000049866","Arl4c","peak:245"
"246","chr11",120823277,120825097,1821,"*",1000,61.17098,"Promoter",11,120805846,120824547,18702,2,"14104","ENSMUST00000055655","8",0,"ENSMUSG00000025153","Fasn","peak:246"
"247","chr12",54984669,54986371,1703,"*",1000,61.15176,"Promoter",12,54892989,54986336,93348,2,"217578","ENSMUST00000038926","12",0,"ENSMUSG00000035021","Baz1a","peak:247"
"248","chr6",92091086,92092571,1486,"*",1000,61.15176,"Promoter",6,92091390,92173057,81668,1,"22026","ENSMUST00000113460","7",0,"ENSMUSG00000005893","Nr2c2","peak:248"
"249","chr3",84479291,84480920,1630,"*",1000,61.05331,"Promoter",3,84442198,84480429,38232,2,"229474","ENSMUST00000107689","6",0,"ENSMUSG00000041842","Fhdc1","peak:249"
"250","chr2",30358646,30359501,856,"*",1000,61.03175,"Promoter",2,30344809,30359240,14432,2,"227700","ENSMUST00000100215","10",0,"ENSMUSG00000026860","Sh3glb2","peak:250"
"251","chr13",34343890,34346067,2178,"*",1000,61.01253,"Promoter",13,34179158,34344451,165294,2,"73102","ENSMUST00000148390","2",0,"ENSMUSG00000038267","Slc22a23","peak:251"
"252","chr3",152395614,152397069,1456,"*",1000,60.99092,"Promoter",3,152396003,152462826,66824,1,"108946","ENSMUST00000106100","8",0,"ENSMUSG00000039068","Zzz3","peak:252"
"253","chr14",70599240,70600009,770,"*",1000,60.97173,"Promoter",14,70583296,70599835,16540,2,"239170","ENSMUST00000022690","9",0,"ENSMUSG00000022095","Fam160b2","peak:253"
"254","chr19",5474376,5475321,946,"*",1000,60.97173,"Promoter",19,5474688,5481853,7166,1,"58859","ENSMUST00000165485","7",0,"ENSMUSG00000024909","Efemp2","peak:254"
"255","chr4",11190428,11191879,1452,"*",1000,60.97173,"Promoter",4,11191351,11193961,2611,1,"12448","ENSMUST00000145430","7",0,"ENSMUSG00000028212","Ccne2","peak:255"
"256","chr1",23255950,23257050,1101,"*",1000,60.91642,"Exon (ENSMUST00000193885.1/ENSMUST00000193885.1, exon 1 of 1)",1,23272269,23272339,71,1,"387225","ENSMUST00000083471","3",-15219,"ENSMUSG00000065405","Mir30a","peak:256"
"257","chr19",27216750,27218550,1801,"*",1000,60.89484,"Promoter",19,27217020,27234856,17837,1,"22359","ENSMUST00000164746","7",0,"ENSMUSG00000024924","Vldlr","peak:257"
"258","chr18",6489846,6491309,1464,"*",1000,60.87329,"Promoter",18,6490564,6490646,83,2,"100316773","ENSMUST00000122565","1",0,"ENSMUSG00000084514","Mir1893","peak:258"
"259","chr8",64947038,64947718,681,"*",1000,60.8325,"Promoter",8,64947185,64969033,21849,1,"73067","ENSMUST00000026595","12",0,"ENSMUSG00000025521","Tmem192","peak:259"
"260","chr4",117834807,117836701,1895,"*",1000,60.83173,"Promoter",4,117834995,117843109,8115,1,"14664","ENSMUST00000151316","1",0,"ENSMUSG00000028542","Slc6a9","peak:260"
"261","chr10",34206478,34207644,1167,"*",1000,60.794,"Promoter",10,34162863,34207635,44773,2,"212898","ENSMUST00000215547","1",0,"ENSMUSG00000039497","Dse","peak:261"
"262","chr15",80173017,80174669,1653,"*",1000,60.71249,"Promoter",15,80173721,80215519,41799,1,"17309","ENSMUST00000044970","6",0,"ENSMUSG00000042428","Mgat3","peak:262"
"263","chr3",104638154,104639466,1313,"*",1000,60.65016,"Promoter",3,104638668,104658462,19795,1,"20501","ENSMUST00000046212","1",0,"ENSMUSG00000032902","Slc16a1","peak:263"
